name,description,latitude,longitude,state,image_url,type
Scotchtown (Patrick Henry House),Scotchtown (Patrick Henry House),,,Virginia,,manmade
James Semple House,James Semple HouseMore images,,,Virginia,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Semple_House%2C_Francis_Street_%28Williamsburg%2C_Virginia%29.jpg/330px-Semple_House%2C_Francis_Street_%28Williamsburg%2C_Virginia%29.jpg,manmade
Shack Mountain,Shack Mountain,,,Virginia,https://upload.wikimedia.org/wikipedia/commons/0/08/Shack_Mountain_Albemarle_County_Virginia.jpg,manmade
Shirley,ShirleyMore images,,,Virginia,,manmade
Skyline Drive Historic District,Skyline Drive Historic DistrictMore images,,,Virginia,https://upload.wikimedia.org/wikipedia/commons/thumb/9/97/Logo_of_the_United_States_National_Park_Service.svg/330px-Logo_of_the_United_States_National_Park_Service.svg.png,manmade
Spence's Point (John Roderigo Dos Passos House),Spence's Point (John Roderigo Dos Passos House),,,Virginia,,manmade
Stabler-Leadbeater Apothecary Shop,Stabler-Leadbeater Apothecary ShopMore images,,,Virginia,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Stabler-Leadbeater_Apothecary_Shop_%28present_day%29.jpg/330px-Stabler-Leadbeater_Apothecary_Shop_%28present_day%29.jpg,manmade
Stratford Hall,Stratford HallMore images,,,Virginia,,manmade
Thoroughgood House,Thoroughgood HouseMore images,,,Virginia,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/Adam_Thoroughgood_House_-_South_LR.jpg/330px-Adam_Thoroughgood_House_-_South_LR.jpg,manmade
Thunderbird Archeological District,Thunderbird Archeological District,,,Virginia,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Thunderbird_Archeological_District.jpg/330px-Thunderbird_Archeological_District.jpg,manmade
Tredegar Iron Works,Tredegar Iron WorksMore images,,,Virginia,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/Alexander_Gardner_-_1865_-_Tredegar_%28Detail_of_iron_works%29.jpg/330px-Alexander_Gardner_-_1865_-_Tredegar_%28Detail_of_iron_works%29.jpg,manmade
Tuckahoe,TuckahoeMore images,,,Virginia,,manmade
John Tyler House,John Tyler HouseMore images,,,Virginia,,manmade
University Of Virginia Historic District,University Of Virginia Historic DistrictMore images,,,Virginia,,manmade
Variable Density Tunnel,Variable Density TunnelMore images,,,Virginia,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Variable_Density_Tunnel_%289423916012%29.jpg/330px-Variable_Density_Tunnel_%289423916012%29.jpg,manmade
Virginia Governor's Mansion,Virginia Governor's MansionMore images,,,Virginia,https://upload.wikimedia.org/wikipedia/commons/thumb/9/90/2011-07-10_Virginia_Executive_Mansion.jpg/330px-2011-07-10_Virginia_Executive_Mansion.jpg,manmade
Virginia Military Institute Historic District,Virginia Military Institute Historic DistrictMore images,,,Virginia,,manmade
Maggie Lena Walker House,Maggie Lena Walker HouseMore images,,,Virginia,,manmade
Washington and Lee University Historic District,Washington and Lee University Historic DistrictMore images,,,Virginia,https://upload.wikimedia.org/wikipedia/commons/thumb/d/db/2008-0831-WashingtonandLeeUniversity.jpg/330px-2008-0831-WashingtonandLeeUniversity.jpg,manmade
George Washington Boyhood Home Site,George Washington Boyhood Home SiteMore images,,,Virginia,https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Ferry_Farm_Replica_House.jpg/330px-Ferry_Farm_Replica_House.jpg,manmade
George Washington Masonic National Memorial,George Washington Masonic National MemorialMore images,,,Virginia,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Front_View_of_George_Washington_Masonic_National_Memorial.jpg/330px-Front_View_of_George_Washington_Masonic_National_Memorial.jpg,manmade
Waterford Historic District,Waterford Historic DistrictMore images,,,Virginia,,manmade
Westover,WestoverMore images,,,Virginia,,manmade
White House of the Confederacy,White House of the ConfederacyMore images,,,Virginia,https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/2015_Confederate_White_House_-_Richmond%2C_Virginia.JPG/330px-2015_Confederate_White_House_-_Richmond%2C_Virginia.JPG,manmade
Wickham-Valentine House,Wickham-Valentine HouseMore images,,,Virginia,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Wickham_House_2019.jpg/330px-Wickham_House_2019.jpg,manmade
Williamsburg Historic District,Williamsburg Historic DistrictMore images,,,Virginia,,manmade
Woodlawn,WoodlawnMore images,,,Virginia,,manmade
Woodrow Wilson Birthplace,Woodrow Wilson BirthplaceMore images,,,Virginia,https://upload.wikimedia.org/wikipedia/en/thumb/5/53/Woodrow_Wilson_Presidential_Library_Logo.png/330px-Woodrow_Wilson_Presidential_Library_Logo.png,manmade
"Wren Building, College of William and Mary","Wren Building, College of William and MaryMore images",,,Virginia,,manmade
Wythe House,Wythe HouseMore images,,,Virginia,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/The_George_Wythe_House_%288017084861%29.jpg/330px-The_George_Wythe_House_%288017084861%29.jpg,manmade
Yeocomico Church,Yeocomico ChurchMore images,,,Virginia,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Yeocomico_Church%2C_State_Route_606%2C_Tucker_Hill%2C_Westmoreland_County%2C_VA_HABS_VA%2C97-_%2C1-1.tif/lossy-page1-320px-Yeocomico_Church%2C_State_Route_606%2C_Tucker_Hill%2C_Westmoreland_County%2C_VA_HABS_VA%2C97-_%2C1-1.tif.jpg,manmade
Eight-Foot High Speed Tunnel,,,,Virginia,https://upload.wikimedia.org/wikipedia/commons/thumb/0/07/Eight_Foot_Wind_Tunnel_%28NASA_Langley%29.jpg/330px-Eight_Foot_Wind_Tunnel_%28NASA_Langley%29.jpg,manmade
Full Scale 30- by 60-Foot Tunnel,,,,Virginia,https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Full_Scale_Wind_Tunnel_%28NASA_Langley%29.jpg/330px-Full_Scale_Wind_Tunnel_%28NASA_Langley%29.jpg,manmade
ADVENTURESS(Schooner),ADVENTURESS(Schooner)More images,,,Washington (state),,manmade
"American and English Camps, San Juan Island","American and English Camps, San Juan IslandMore images",,,Washington (state),https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/San_Juan_Island_NHP_Eng_Camp.JPG/330px-San_Juan_Island_NHP_Eng_Camp.JPG,manmade
ARTHUR FOSS(Tug),ARTHUR FOSS(Tug)More images,,,Washington (state),,manmade
B Reactor,B ReactorMore images,,,Washington (state),https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/Hanford_B_Reactor.jpg/330px-Hanford_B_Reactor.jpg,manmade
Bonneville Dam Historic District,Bonneville Dam Historic DistrictMore images,,,Washington (state),https://upload.wikimedia.org/wikipedia/commons/thumb/8/8c/Spillway%2C_Bonneville_Dam-2.jpg/330px-Spillway%2C_Bonneville_Dam-2.jpg,manmade
Chinook Point,Chinook PointMore images,,,Washington (state),https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Astoria_and_Saddle_Mountain_from_Chinook_Point.jpg/330px-Astoria_and_Saddle_Mountain_from_Chinook_Point.jpg,manmade
Duwamish(Fireboat),Duwamish(Fireboat)More images,,,Washington (state),,manmade
Fireboat No. 1,Fireboat No. 1More images,,,Washington (state),https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/Fireboat_No._1.jpg/330px-Fireboat_No._1.jpg,manmade
Fort Nisqually Granary,Fort Nisqually GranaryMore images,,,Washington (state),,manmade
Fort Worden,Fort WordenMore images,,,Washington (state),https://upload.wikimedia.org/wikipedia/commons/thumb/d/d6/Pt_Townsend%2C_WA_Ft._Worden_buildings_01.jpg/330px-Pt_Townsend%2C_WA_Ft._Worden_buildings_01.jpg,manmade
"LightshipNo. 83""SWIFTSURE""","LightshipNo. 83""SWIFTSURE""More images",,,Washington (state),,manmade
Longmire Buildings,Longmire BuildingsMore images,,,Washington (state),https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Longmire_Administration_Building_%282015%29.jpg/330px-Longmire_Administration_Building_%282015%29.jpg,manmade
Marmes Rockshelter,Marmes RockshelterMore images,,,Washington (state),https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Officials_at_Marmes_Rockshelter.jpg/330px-Officials_at_Marmes_Rockshelter.jpg,manmade
Panama Hotel,Panama HotelMore images,,,Washington (state),,manmade
Paradise Inn,Paradise InnMore images,,,Washington (state),https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Paradise_Inn_great_room_interior_-_Mount_Rainier_Washington.jpg/330px-Paradise_Inn_great_room_interior_-_Mount_Rainier_Washington.jpg,manmade
"Pioneer Building, Pergola, and Totem Pole","Pioneer Building, Pergola, and Totem PoleMore images",,,Washington (state),,manmade
Port Gamble Historic District,Port Gamble Historic DistrictMore images,,,Washington (state),https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Port-Gamble-Water-Towers.jpg/330px-Port-Gamble-Water-Towers.jpg,manmade
Port Townsend,Port TownsendMore images,,,Washington (state),https://upload.wikimedia.org/wikipedia/commons/thumb/d/d3/Pt._Townsend%2C_WA_shoreline_01.jpg/330px-Pt._Townsend%2C_WA_shoreline_01.jpg,manmade
Puget Sound Naval Shipyard,Puget Sound Naval Shipyard,,,Washington (state),https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Aerial_Bremerton_Shipyard_November_2012.jpg/330px-Aerial_Bremerton_Shipyard_November_2012.jpg,manmade
Seattle Electric Company Georgetown Steam Plant,Seattle Electric Company Georgetown Steam PlantMore images,,,Washington (state),,manmade
Virginia V(Steamboat),Virginia V(Steamboat)More images,,,Washington (state),,manmade
W.T. Preston(Snagboat),W.T. Preston(Snagboat)More images,,,Washington (state),,manmade
Ebey's Landing National Historical Reserve,,,,Washington (state),https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Ebey%27s_Landing_Fall_2024.jpg/330px-Ebey%27s_Landing_Fall_2024.jpg,manmade
Fort Vancouver National Historic Site,,,,Washington (state),https://upload.wikimedia.org/wikipedia/commons/thumb/1/19/Fort_Vancouver%2C_W.T._-_G._Sohon%2C_del._%3B_Sarony_Major_%26_Knapp%2C_Liths._LCCN2011647869_%28cropped%29.jpg/330px-Fort_Vancouver%2C_W.T._-_G._Sohon%2C_del._%3B_Sarony_Major_%26_Knapp%2C_Liths._LCCN2011647869_%28cropped%29.jpg,manmade
Klondike Gold Rush National Historical Park,,,,Washington (state),https://upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Centro_hist%C3%B3rico_de_Skagway%2C_Alaska%2C_Estados_Unidos%2C_2017-08-18%2C_DD_29.jpg/330px-Centro_hist%C3%B3rico_de_Skagway%2C_Alaska%2C_Estados_Unidos%2C_2017-08-18%2C_DD_29.jpg,manmade
Nez Perce National Historical Park,,,,Washington (state),https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Bear_Paw_Battlefield.jpg/330px-Bear_Paw_Battlefield.jpg,manmade
Whitman Mission National Historic Site,,,,Washington (state),https://upload.wikimedia.org/wikipedia/commons/thumb/a/a2/Oregon_Trail_Whitman_Mission_WA_NPS.jpg/330px-Oregon_Trail_Whitman_Mission_WA_NPS.jpg,manmade
USCGCFir[21],,,,Washington (state),,manmade
Andrews Methodist Episcopal Church,Andrews Methodist Episcopal Church,,,West Virginia,,manmade
Baltimore and Ohio Railroad Martinsburg Shops,Baltimore and Ohio Railroad Martinsburg ShopsMore images,,,West Virginia,https://upload.wikimedia.org/wikipedia/commons/thumb/3/33/Baltimore_%26_Ohio_Railroad%2C_Martinsburg_West_Roundhouse%2C_East_End_of_Race_%26_Martin_Streets%2C_Martinsburg_%28Berkeley_County%2C_West_Virginia%29.jpg/330px-Baltimore_%26_Ohio_Railroad%2C_Martinsburg_West_Roundhouse%2C_East_End_of_Race_%26_Martin_Streets%2C_Martinsburg_%28Berkeley_County%2C_West_Virginia%29.jpg,manmade
Campbell Mansion,Campbell MansionMore images,,,West Virginia,https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Alexander_Campbell_Mansion%2C_Bethany%2C_West_Virginia.jpg/330px-Alexander_Campbell_Mansion%2C_Bethany%2C_West_Virginia.jpg,manmade
Clover site,Clover site,,,West Virginia,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Green_Bottom_WMA_looking_toward_Clover_Site.jpg/330px-Green_Bottom_WMA_looking_toward_Clover_Site.jpg,manmade
Davis and Elkins Historic District,Davis and Elkins Historic DistrictMore images,,,West Virginia,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Davis_and_Elkins_Gate_House.jpg/330px-Davis_and_Elkins_Gate_House.jpg,manmade
Elkins Coal and Coke Company Historic District,Elkins Coal and Coke Company Historic DistrictMore images,,,West Virginia,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Elkins_Coal_%26_Coke_Company%2C_Bretz_vicinity_%28Preston_County%2C_West_Virginia%29.jpg/330px-Elkins_Coal_%26_Coke_Company%2C_Bretz_vicinity_%28Preston_County%2C_West_Virginia%29.jpg,manmade
Grave Creek Mound,Grave Creek MoundMore images,,,West Virginia,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ef/Grave_Creek_Mound.jpg/330px-Grave_Creek_Mound.jpg,manmade
The Greenbrier,The GreenbrierMore images,,,West Virginia,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Greenbrier1.jpg/330px-Greenbrier1.jpg,manmade
Jefferson County Courthouse,Jefferson County CourthouseMore images,,,West Virginia,,manmade
Matewan Historic District,Matewan Historic DistrictMore images,,,West Virginia,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d4/Matewan_Historic_District%3B_Matewan%2C_West_Virginia.JPG/330px-Matewan_Historic_District%3B_Matewan%2C_West_Virginia.JPG,manmade
"Old Main, Bethany College","Old Main, Bethany CollegeMore images",,,West Virginia,,manmade
Reber Radio Telescope,Reber Radio TelescopeMore images,,,West Virginia,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/Green_Banks_-_Grote_Reber_Radio_Telescope.jpg/330px-Green_Banks_-_Grote_Reber_Radio_Telescope.jpg,manmade
Traveller's Rest,Traveller's RestMore images,,,West Virginia,,manmade
Alexander Wade House,Alexander Wade HouseMore images,,,West Virginia,https://upload.wikimedia.org/wikipedia/commons/thumb/8/85/Alexand_Wade.JPG/330px-Alexand_Wade.JPG,manmade
West Virginia Independence Hall,West Virginia Independence HallMore images,,,West Virginia,https://upload.wikimedia.org/wikipedia/en/thumb/b/b9/IndependenceHallWheelingWV.jpg/330px-IndependenceHallWheelingWV.jpg,manmade
Weston Hospital,Weston HospitalMore images,,,West Virginia,,manmade
Wheeling Suspension Bridge,Wheeling Suspension BridgeMore images,,,West Virginia,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/WheelingSuspBridge.jpg/330px-WheelingSuspBridge.jpg,manmade
"Administration Building and Research Tower, S.C. Johnson Company","Administration Building and Research Tower, S.C. Johnson CompanyMore images",,,Wisconsin,,manmade
Astor Fur Warehouse,Astor Fur Warehouse,,,Wisconsin,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/AstorFurWarehouse.JPG/330px-AstorFurWarehouse.JPG,manmade
Aztalan,AztalanMore images,,,Wisconsin,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Ancient_Aztalan_Village_DSC_0_121.jpg/330px-Ancient_Aztalan_Village_DSC_0_121.jpg,manmade
Harold C. Bradley House,Harold C. Bradley HouseMore images,,,Wisconsin,https://upload.wikimedia.org/wikipedia/commons/thumb/3/36/Harold-c-bradley-house.jpg/330px-Harold-c-bradley-house.jpg,manmade
Brisbois House,Brisbois HouseMore images,,,Wisconsin,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4c/BrisboisHouse.JPG/330px-BrisboisHouse.JPG,manmade
USSCobia,USSCobiaMore images,,,Wisconsin,,manmade
Dr. Fisk Holbrook Day House,Dr. Fisk Holbrook Day House,,,Wisconsin,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/FHDayHouse-Milw-Apr09.jpg/330px-FHDayHouse-Milw-Apr09.jpg,manmade
Dousman Hotel,Dousman HotelMore images,,,Wisconsin,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/DousmanHotel.JPG/330px-DousmanHotel.JPG,manmade
Farmers' and Merchants' Union Bank,Farmers' and Merchants' Union BankMore images,,,Wisconsin,,manmade
First Unitarian Society Meetinghouse,First Unitarian Society MeetinghouseMore images,,,Wisconsin,https://upload.wikimedia.org/wikipedia/commons/thumb/8/89/1st-Unitarian.jpg/330px-1st-Unitarian.jpg,manmade
Fountain Lake Farm,Fountain Lake Farm,,,Wisconsin,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/JohnMuirFountianLakeFarm.jpg/330px-JohnMuirFountianLakeFarm.jpg,manmade
Fourth Street (Meir) School,Fourth Street (Meir) School,,,Wisconsin,,manmade
Hamlin Garland House,Hamlin Garland HouseMore images,,,Wisconsin,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f8/2014GarlandHouse.jpg/330px-2014GarlandHouse.jpg,manmade
Greendale Historic District,Greendale Historic DistrictMore images,,,Wisconsin,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Greendale_WI_Mar2012.jpg/330px-Greendale_WI_Mar2012.jpg,manmade
Thomas A. Greene Memorial Museum,Thomas A. Greene Memorial Museum,,,Wisconsin,https://upload.wikimedia.org/wikipedia/commons/thumb/1/16/UWM-0904-greenemuseum.jpg/330px-UWM-0904-greenemuseum.jpg,manmade
Herbert and Katherine Jacobs First House,Herbert and Katherine Jacobs First HouseMore images,,,Wisconsin,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Jacobs_First_House_-_front.jpg/330px-Jacobs_First_House_-_front.jpg,manmade
Herbert and Katherine Jacobs Second House,Herbert and Katherine Jacobs Second HouseMore images,,,Wisconsin,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Herbert_and_Katherine_Jacobs_Second_House%2C_northeast_entrance.jpg/330px-Herbert_and_Katherine_Jacobs_Second_House%2C_northeast_entrance.jpg,manmade
Herbert Johnson House,Herbert Johnson HouseMore images,,,Wisconsin,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/WingspreadFrankLloydWrightKenoshaWisconsin.jpg/330px-WingspreadFrankLloydWrightKenoshaWisconsin.jpg,manmade
Robert M. La Follette Home,Robert M. La Follette Home,,,Wisconsin,,manmade
Aldo Leopold Shack and Farm,Aldo Leopold Shack and FarmMore images,,,Wisconsin,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/AldoLeopoldShack.jpg/330px-AldoLeopoldShack.jpg,manmade
Little White Schoolhouse,Little White SchoolhouseMore images,,,Wisconsin,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/LittleWhiteSchoolhouse.jpg/330px-LittleWhiteSchoolhouse.jpg,manmade
Man Mound,Man Mound,,,Wisconsin,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4f/Man_Mound.jpg/330px-Man_Mound.jpg,manmade
Milton House,Milton HouseMore images,,,Wisconsin,,manmade
Milwaukee City Hall,Milwaukee City HallMore images,,,Wisconsin,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Milwaukee_City_Hall%2C_Wisconsin.jpg/330px-Milwaukee_City_Hall%2C_Wisconsin.jpg,manmade
Namur Historic District,Namur Historic DistrictMore images,,,Wisconsin,,manmade
"North Hall, University of Wisconsin","North Hall, University of WisconsinMore images",,,Wisconsin,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/North_Hall_UW.jpg/330px-North_Hall_UW.jpg,manmade
"Northwestern Branch, National Home for Disabled Volunteer Soldiers","Northwestern Branch, National Home for Disabled Volunteer SoldiersMore images",,,Wisconsin,,manmade
Oconto Site,Oconto SiteMore images,,,Wisconsin,,manmade
Pabst Theater,Pabst TheaterMore images,,,Wisconsin,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Pabst_Theater_%28vintage%29.jpg/330px-Pabst_Theater_%28vintage%29.jpg,manmade
Ringling Brothers Circus Winter Headquarters,Ringling Brothers Circus Winter HeadquartersMore images,,,Wisconsin,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9e/CircusWorldWaterStreet.jpg/330px-CircusWorldWaterStreet.jpg,manmade
Rock Island II Site,Rock Island II Site,,,Wisconsin,,manmade
Schoonmaker Reef,Schoonmaker Reef,,,Wisconsin,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Schoonmaker-Reef_Jul09.jpg/330px-Schoonmaker-Reef_Jul09.jpg,manmade
Second Fort Crawford Military Hospital,Second Fort Crawford Military HospitalMore images,,,Wisconsin,https://upload.wikimedia.org/wikipedia/commons/thumb/9/91/FortCrawfordMuseum.JPG/330px-FortCrawfordMuseum.JPG,manmade
Silver Mound Archeological District,Silver Mound Archeological District,,,Wisconsin,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e7/Silver_Mound_Archeological_District_Sign.jpg/330px-Silver_Mound_Archeological_District_Sign.jpg,manmade
Soldiers' Home Reef,Soldiers' Home Reef,,,Wisconsin,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/SoldiersHomeReef-Apr09.jpg/330px-SoldiersHomeReef-Apr09.jpg,manmade
Taliesin,TaliesinMore images,,,Wisconsin,https://upload.wikimedia.org/wikipedia/commons/8/8e/The_finding_of_Taliesin.jpg,manmade
Ten Chimneys,Ten ChimneysMore images,,,Wisconsin,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Ten_Chimneys_-_Main_House_1.jpg/330px-Ten_Chimneys_-_Main_House_1.jpg,manmade
Turner Hall,Turner HallMore images,,,Wisconsin,,manmade
University of Wisconsin Arboretum,University of Wisconsin ArboretumMore images,,,Wisconsin,https://upload.wikimedia.org/wikipedia/commons/thumb/c/cd/Arboretum_Madison_Wisconsin_0585.jpg/330px-Arboretum_Madison_Wisconsin_0585.jpg,manmade
University of Wisconsin Armory & Gymnasium,University of Wisconsin Armory & GymnasiumMore images,,,Wisconsin,https://upload.wikimedia.org/wikipedia/commons/thumb/0/02/Red_Gym.jpg/330px-Red_Gym.jpg,manmade
University of Wisconsin Dairy Barn,University of Wisconsin Dairy Barn,,,Wisconsin,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Dairy_Barn.jpg/330px-Dairy_Barn.jpg,manmade
University of Wisconsin Science Hall,University of Wisconsin Science HallMore images,,,Wisconsin,https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Science_Hall.jpg/330px-Science_Hall.jpg,manmade
Van Hise Rock,Van Hise RockMore images,,,Wisconsin,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Flickr2015-06-03jsjgeologyVanHiseRock1.jpg/330px-Flickr2015-06-03jsjgeologyVanHiseRock1.jpg,manmade
Villa Louis,Villa LouisMore images,,,Wisconsin,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fc/VillaLouisMansion.jpg/330px-VillaLouisMansion.jpg,manmade
Wisconsin State Capitol,Wisconsin State CapitolMore images,,,Wisconsin,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Wisconsin_State_Capitol_Building_6.jpg/330px-Wisconsin_State_Capitol_Building_6.jpg,manmade
Ames Monument,Ames MonumentMore images,,,Wyoming,https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Ames_Monument_%28Laramie%2C_Wyoming%29.jpg/330px-Ames_Monument_%28Laramie%2C_Wyoming%29.jpg,manmade
Expedition Island,Expedition Island,,,Wyoming,https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/Expedition_Island_Green_River_Wyoming.jpeg/330px-Expedition_Island_Green_River_Wyoming.jpeg,manmade
Fort D.A. Russell,Fort D.A. RussellMore images,,,Wyoming,,manmade
Fort Phil Kearny and Associated Sites,Fort Phil Kearny and Associated SitesMore images,,,Wyoming,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Fort_Phil_Kearney.JPG/330px-Fort_Phil_Kearney.JPG,manmade
Fort Yellowstone,Fort YellowstoneMore images,,,Wyoming,https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Fort_Yellowstone_Circa_1910.jpg/330px-Fort_Yellowstone_Circa_1910.jpg,manmade
Heart Mountain Relocation Center,Heart Mountain Relocation CenterMore images,,,Wyoming,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/Heart_mountain_marker_with_mountain_behind.jpg/330px-Heart_mountain_marker_with_mountain_behind.jpg,manmade
Hell Gap Paleoindian Site (48GO305),Upload image,,,Wyoming,,manmade
Horner site,Upload image,,,Wyoming,,manmade
Independence Rock,Independence RockMore images,,,Wyoming,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Independence_Rock_WY.jpg/330px-Independence_Rock_WY.jpg,manmade
Jackson Lake Lodge,Jackson Lake LodgeMore images,,,Wyoming,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Main_Lodge_and_Terrace%2C_Jackson_Lake_Lodge%2C_WY.jpg/330px-Main_Lodge_and_Terrace%2C_Jackson_Lake_Lodge%2C_WY.jpg,manmade
Lake Hotel,Lake HotelMore images,,,Wyoming,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Lake_Yellowstone_Hotel_portico.JPG/330px-Lake_Yellowstone_Hotel_portico.JPG,manmade
Medicine Mountain,Medicine MountainMore images,,,Wyoming,,manmade
Murie Ranch Historic District,Murie Ranch Historic DistrictMore images,,,Wyoming,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/Murie_Ranch%2C_Estes_Cabin.jpg/330px-Murie_Ranch%2C_Estes_Cabin.jpg,manmade
"Norris, Madison, and Fishing Bridge Museums","Norris, Madison, and Fishing Bridge MuseumsMore images",,,Wyoming,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1a/Norris%2C_Madison%2C_and_Fishing_Bridge_Museums.jpg/330px-Norris%2C_Madison%2C_and_Fishing_Bridge_Museums.jpg,manmade
Obsidian Cliff,Obsidian CliffMore images,,,Wyoming,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Obsidian_Cliff_YNP1.jpg/330px-Obsidian_Cliff_YNP1.jpg,manmade
Old Faithful Inn,Old Faithful InnMore images,,,Wyoming,https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Old_Faithful_Inn_main_facade.jpg/330px-Old_Faithful_Inn_main_facade.jpg,manmade
Oregon Trail Ruts,Oregon Trail RutsMore images,,,Wyoming,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Guernsey_%28Wyoming%29_-_Oregon_Trail_Ruts_16-9-2014_11-06-06.JPG/330px-Guernsey_%28Wyoming%29_-_Oregon_Trail_Ruts_16-9-2014_11-06-06.JPG,manmade
J. C. Penney Historic District,J. C. Penney Historic District,,,Wyoming,https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Jcpenney-mother-store.jpg/330px-Jcpenney-mother-store.jpg,manmade
Quebec 01 Launch Control Facility,Quebec 01 Launch Control Facility,,,Wyoming,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Quebec_01_Historic_Site.jpg/330px-Quebec_01_Historic_Site.jpg,manmade
Sheridan Inn,Sheridan InnMore images,,,Wyoming,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/Sheridan_-_Sheridan_Inn_13-09-2014_10-15-53.JPG/330px-Sheridan_-_Sheridan_Inn_13-09-2014_10-15-53.JPG,manmade
South Pass,South PassMore images,,,Wyoming,,manmade
Tom Sun Ranch,Tom Sun RanchMore images,,,Wyoming,https://upload.wikimedia.org/wikipedia/commons/3/3e/Tom_Sun_Ranch.jpg,manmade
